,question,answer,ref,doc_id,dial_id
3860,NO,Want to know how someone else's records are obtained?,"[{'sp_id': '22', 'label': 'precondition'}]",Get a vehicle registration or title record (abstract)#1_0,b971bca2af30da2ded9b57ba4c90ab57
1795,It seems like I'm lacking a lot of the necessary documents. Can I call you back by phone once I have them? ,"Of course. You can call the Office of Vehicle Safety and Clean Air at 1-518-474-4653 to get the forms, or call 1-518-474-0919 to get more information.","[{'sp_id': '8', 'label': 'solution'}]",Open a dealership#3_0,43e72646477e8e6e59ddbfa0fcd9fef0
262,Is there any alternative to renew a non-driver ID card that's expired for over 2 years?,"No, there is no exception to this.","[{'sp_id': '4', 'label': 'solution'}]",Renew non-driver ID card#1_0,09c700b32ea82f9d3913e262174615bd
1642,Hello I need information about how to renew a CDL,"It is very important that you renew your CDL as your standard CDL will not be accepted as proof of identification to board a domestic flight after October 1, 2020.","[{'sp_id': '2', 'label': 'solution'}, {'sp_id': '3', 'label': 'solution'}]",Renew a CDL#1_0,7c83885f3cbd6161be6877eaafc1eda8
3380,Nope. That's not what I want.,Are you wondering if passenger class change the MGW listed on registration documents?,"[{'sp_id': '29', 'label': 'precondition'}]",Register a pick-up truck as 'passenger' class vehicles#1_0,cbdd9a0a1f01c3b1241096ec869857ae
1446,"Yes another person is taking on the duties,",You will need to request additional user IDs.  Do not share the former user's ID and passwod with the new user. ,"[{'sp_id': '38', 'label': 'solution'}, {'sp_id': '39', 'label': 'solution'}, {'sp_id': '40', 'label': 'solution'}]",Adding and removing users#3_0,c5a259d04f3e5c99f658237ea2b108fb
2206,and how do I renew if My registration is about to expire?,It is very easy. You can renew online up to one year after the expiration date. You can download and print a temporary registration that is valid for 10 days on the day you renew.,"[{'sp_id': '38', 'label': 'solution'}, {'sp_id': '39', 'label': 'solution'}]",How to renew a registration#1_0,f52fb6e5e973395586709fc103e043d6
1977,What happens after I meet all the requirements?,"Your CDL will be issued and the class, endorsements and restrictions will depend upons the type of CMV you operated in the military.","[{'sp_id': '22', 'label': 'solution'}, {'sp_id': '23', 'label': 'solution'}, {'sp_id': '25', 'label': 'solution'}]",Get a military skills test waiver#1_0,7b000293cd1ab5686e8631aa4ff39bba
2528,What do I need to do to get an unsatisfied judgment against another motorist?,do you need to know what to do to get an unsatisfied judgment against a motorist because of a motor vehicle accident?,"[{'sp_id': '14', 'label': 'precondition'}]",Unsatisfied Judgments#3_0,f035caf8f7457179990c87bc7a7d2a68
1810,What if I receive a court order from another entity?,DMV refund is not available.,"[{'sp_id': '91', 'label': 'solution'}]",Know Your Rights in Auto Repair#3_0,cfd0e87acf00157bf403955105cd29d8
643,"Yes, i would like to receive more information about it, please.","No problem. To get more information on that subject, you can see the Report or Replace Lost or Stolen Plates section.","[{'sp_id': '12', 'label': 'solution'}]",Stolen and recovered vehicles#3_0,ebd27b71bcfb765bdb61d46f5b3a6764
4143,"Hey, i was reading about the procedures to buy and sell a vehicle and wanted to know something extra about it.",Is your doubt aimed to name changing?,"[{'sp_id': '31', 'label': 'precondition'}]",Buy or sell a vehicle (transfer ownership)#3_0,92b5ccecb95395af0da1fc66e9bbca6e
2393,"Do you need to be hired at a driving school, before you can complete the Application for Driving School Instructor Certificate?",Yes. You will need to be employed at a licensed driving school.,"[{'sp_id': '32', 'label': 'solution'}, {'sp_id': '33', 'label': 'solution'}, {'sp_id': '34', 'label': 'solution'}]",Become a driving school instructor#3_0,02421cf6ac9421b7fc6f59c7c5727d56
2606,can you tell me what questions do you commonly ask?,Among them is Can I pay more than one definitive suspension online? you want the answer,"[{'sp_id': '32', 'label': 'precondition'}]",Pay suspension termination fee#1_0,bae59933b8370586071a065fa2f267d3
3947,what do I do when I receive the first annual assessment statement?,"When you receive the first annual assessment statement, you can pay the annual assessment, or you can pay the total assessment for the three year period. ","[{'sp_id': '82', 'label': 'solution'}, {'sp_id': '83', 'label': 'solution'}]",Pay driver responsibility assessment#1_0,be6712d5ac85ab736e2e41746c4d07f9
1967,and I get my waiver and CDL that easy?,"Yes, if you meet the requirements and pass all applicable written tests and pay the written test fee, permit fee and license fee.","[{'sp_id': '19', 'label': 'solution'}, {'sp_id': '20', 'label': 'solution'}]",Get a military skills test waiver#1_0,5f103b80dd284c823e2e7cd5f17d760f
2985,"Sweet, i'm almost 16. Hey, I have this cousin who is from out-of -state but i think he's moving here to NY, can he change its license from there to one on NY?","Sure. He can refer to DMV information about moving to New York, and how to change its out-of-state license.","[{'sp_id': '43', 'label': 'solution'}]",Get a driver license#1_0,327656cd54fca5048a37a1c08f731806
491,What action do I follow if I am self-certified to driving types NI & NA?,"To confirm that you are self-certified to driving types NI & NA, you should have a medical certification status of either ""Certified"" or ""Not Certified""","[{'sp_id': '86', 'label': 'solution'}, {'sp_id': '89', 'label': 'solution'}]",Medical Certification FAQ's#3_0,c66b065df012b9c162e3f1382efe92a3
1851,What happens after the investigation?,"This will depend on what is found in the investigation. The result could be no action at all, a warning letter Notice of Investigation put in your file, or a formal administrative hearing before an Administrative Law Judge.","[{'sp_id': '24', 'label': 'solution'}, {'sp_id': '25', 'label': 'solution'}]",About complaints and charges for inspection stations and certified inspectors#3_0,3d29e6f2464647ca8f388a67e713ab2d
1742,and when i pass the exam what should i do?,"When you pass your driving test, you must turn in your foreign driver's license to the DMV driving test examiner. The local DMV office will destroy your foreign driver's license after 60 days.","[{'sp_id': '58', 'label': 'solution'}, {'sp_id': '59', 'label': 'solution'}]",Exchange your out-of-state driver license#1_0,157a2c60640df4cc7d766a888168ac40
2920,Yes,"Your New York State driver's license will be suspended if you do not respond to a ticket for a traffic violation in any state except Alaska, California, Michigan, Montana, Oregon, or Wisconsin. Your license will remain suspended until you respond to the ticket.","[{'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}]",Tickets received in another state#3_0,532ab8a0cb8a5985d8c4bb1274d5f33c
3230,If I sign up for text and email reminders which one of my emails will you use because you already have my email from before?,We only keep one email address for each customer.  The email address you provide to sign up for electronic reminders will replace any other email address you provided us in the past.  ,"[{'sp_id': '25', 'label': 'solution'}, {'sp_id': '26', 'label': 'solution'}, {'sp_id': '27', 'label': 'solution'}]",Get email and/or text reminders#1_0,b9f09907bed61bec7e1a5735651d5ae5
146,What happens if I forget to maintain my insurance?,Unfortunately you will be without registration and without a driver's license because the DMV will suspend both.,"[{'sp_id': '5', 'label': 'solution'}]",New York State Insurance Requirements#3_0,ce03f757b42419a8ebb693d7c9627d47
1542,what if my license is already revoked though?!,if your license has already been revoked or suspended [22] the point reduction will not affect that action,"[{'sp_id': '22', 'label': 'solution'}]",About point reduction#3_0,0b97c02e1c4319cd8a6c5860ac46de97
1994,Yes,"You can check the status of vehicle titles and liens online. Sorry, the service is not available for boat titles.","[{'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}, {'sp_id': '5', 'label': 'solution'}]",How to check a title or lien status#1_0,14e953a27093a0c497bd6c37868bd562
1377,Can picture plates be personalized?,"Yes, some picture plates can be personalized for an additional fee in addition to your picture plate and regular registration fee","[{'sp_id': '33', 'label': 'solution'}, {'sp_id': '34', 'label': 'solution'}]",Learn about personalized plates#3_0,17e98ad2007d2691db1c9f5881497208
2458,"Hello there. I have several questions for you, all related to toll payment.",Have you failed to pay a toll?,"[{'sp_id': '7', 'label': 'precondition'}]",Registration suspensions for failure to pay tolls#3_0,24a5e1524cc498c08ed45fd0f1103628
4095,last question I want to ask is if there is a way around the California emission standards?,You should read the information about California emissions standards to determine if there is an exemption for your vehicle.,"[{'sp_id': '59', 'label': 'solution'}]",Register an out-of-state vehicle#1_0,e464982f16d71b91625b299b2db82b0c
3011,Great. But what will happens to the money that still remains there?,"You can get it back, with a refund check issued by the dmv or you can transfer it to another escrow account you have with the dmv.","[{'sp_id': '104', 'label': 'solution'}]",Escrow accounts#3_0,e7231f978721698cc8164e54d387d1b6
2820,"What is the topic I would be searching once the ""do it online"" button shows in the megamenu online? ",Motor Carriers. ,"[{'sp_id': '76', 'label': 'solution'}]",Replace IRP registration items#1_0,6a89ded51713c48d7f0824abef4c6950
662,And what to do if my vehicle suffers any damage?,You would have to contact your insurance company and not apply for plates or registrations until the insurance company solves the matter.,"[{'sp_id': '39', 'label': 'solution'}, {'sp_id': '40', 'label': 'solution'}]",Stolen and recovered vehicles#3_0,8a3ee9307cec5d433c632e5bf7c2017b
1802,If in the audience it determines that there were violations?," DMV will take action against the shop .  This may include suspending or revoking the shop 's registration and/or imposing fines . If you suffer a financial loss due to overcharging or unnecessary or poor quality repairs , the administrative law judge presiding at the hearing may offer the shop the option of paying restitution . The shop may then receive a shorter suspension period and/or a lower fine . DMV can not force a shop to pay restitution .","[{'sp_id': '83', 'label': 'solution'}, {'sp_id': '84', 'label': 'solution'}, {'sp_id': '85', 'label': 'solution'}]",Know Your Rights in Auto Repair#3_0,0c977fc6eedbc1e5831218ac307050fd
3431,"Can you answer some questions about my DMV account, please?",Of course.,"[{'sp_id': '2', 'label': 'solution'}]",MyDMV Account Terms of Service#1_0,5effbe4d28cb0d4032684ac3ff43b1bf
2519,How is it possible to get an unsatisfied judgment against another motorist?,"Do you mean you want to get an unsatisfied judgment against a motorist because of a motor vehicle accident, collision, or crash?","[{'sp_id': '14', 'label': 'precondition'}]",Unsatisfied Judgments#3_0,9e5142fc595753f231020cf7eb593a25
3408,"Hello. I recently made some modifications to my vehicle, and would like to know if those have changed its class. It is registered as commercial.",Is your vehicle a Pick-up Truck?,"[{'sp_id': '24', 'label': 'precondition'}]",Vehicle modifications and registration class#3_0,4b86ec07b8280658237576807f0c180c
186,What can I use the use tax chart for counties outside New York City?,This chart shows the use taxes and supplemental fees for all the original registrations and renewals.,"[{'sp_id': '35', 'label': 'solution'}, {'sp_id': '36', 'label': 'solution'}, {'sp_id': '37', 'label': 'solution'}]","Commercial vehicle registration fees, vehicle use taxes and supplemental fees#3_0",05b2d770c75bb572a85795ef15e7cf87
